title,authors,abstract,published_date,pdf_link
Precision spectroscopy in Yb+ ions,"Jialiang Yu, Kai C. Grensemann, Chih-Han Yeh, Ikbal Ahamed Biswas, Abhilasha Singh, Laura S. Dreissen, Henning A. Fürst, Tanja E. Mehlstäubler","We report on our progress on multi-ion spectroscopy with Yb+ ions. We first characterized the spatial homogeneity of the magnetic- and the rf-field. Subsequently, to equalize the immense AC Stark shifts of the individual ions in a Coulomb crystal, we utilize a holographic phase plate to convert the Gaussian beam into a flat-top shape. These efforts enable us to excite an 8-ion crystal (172Yb+) on the highly forbidden electric octupole transition. Using 173Yb+ with reduced AC Stark shift, the same beam profile could support the multi-ion operation of 20 ions. This paves the way for future multi-ion optical clocks.",2025-09-29,http://arxiv.org/pdf/2509.24599v1
n-alkanoate + n-alkane mixtures: folding of hydrocarbon chains of n-alkanoates,"Juan Antonio González, Fernando Hevia, Luis Felipe Sanz, Daniel Lozano-Martín, Isaías García de la Fuente, José Carlos Cobos","The mixtures CH$_3$(CH$_2$)$_{u-1}$COO(CH$_2$)$_{v-1}$CH$_3$ ($u=5-13$, $v=1,2$; $u=1,2,3$, $v=3,4$; $u=1,2,4$, $v=5$) + n-alkane have been investigated using experimental data (viscosity and excess molar functions: enthalpy, $H_{\text{m}}^{\text{E}}$, volume, $V_{\text{m}}^{\text{E}}$, isobaric heat capacity, and isochoric internal energy, $U_{V\text{m}}^{\text{E}}$) and models (Flory, Grunberg-Nissan, Bloomfield-Dewan). They are characterized by weak orientational effects. Large structural effects are found in some systems, like those containing pentane. Some considerations from standard enthalpies of vaporization, cohesive energy densities and $V_{\text{m}}^{\text{E}}$ of heptane mixtures reveal the existence of structural changes in longer n-alkanoates, which lead to stronger interactions between them. The observed decrease of $H_{\text{m}}^{\text{E}}$ for systems with a given n-alkane seems to be more related to the steric hindrance of the COO group than to interactional effects. The $U_{V\text{m}}^{\text{E}}(n)$ function ($n=$ number of C atoms in the n-alkane) shows a minimum for systems with esters with ($u\geq4$, $v=1$); ($u\geq7$, $v=2$), or ($u\geq 1$, $v=4,5$). A similar dependence was found for n-alkane mixtures involving cyclic molecules (cyclohexane, benzene). This result suggests that certain n-alkanoates, in an alkane medium, can form quasi-cyclic structures. Viscosities are well described by means of free volume effects only. For systems with butyl ethanoate or methyl decanoate, the variation of $\Delta \eta (n)$ (deviation of dynamic viscosity) is consistent with that of $U_{V\text{m}}^{\text{E}}(n)$, which supports the existence of cyclic structures in these esters. The Flory model provides poor results on $H_{\text{m}}^{\text{E}}$ for systems with large structural effects. Results improve when the model is applied to $U_{V\text{m}}^{\text{E}}(n)$ data.",2025-09-29,http://arxiv.org/pdf/2509.24589v1
Event-based complexity in atmospheric turbulence,"Paolo Paradisi, Rita Cesari","Since the studies of Kolmogorov and Oboukhov in 1941, the problem of intermittent large velocity excursions was recognized to be one of the most intriguing and elusive aspects of turbulent flows. While many efforts were devoted since 1960s to the magnitude intermittency, related to the statistics of the large increments in the turbulent signals, the attention towards the so-called clustering intermittency has started to increase only in the last two decades, even if some pioneering studies were carried in previous years. The low attention towards the clustering intermittency is somewhat surprising, as intermittency itself is essentially defined as an alternance of extended quiescent periods/regions and short/small high activity periods/zones. It is then natural to characterize intermittency by means of events marked along the dependent variable axes, whatever time or space. Conversely, the concept of crucial events and of temporal complexity, related to non-trivial clustering properties of these same events, has been proposed as a general interpretative framework for the investigation of complex systems with metastable self-organizing dynamics. Without any claim to being complete, in this chapter we give a review of event-based complexity approaches used in literature for the description of turbulence in the planetary boundary layer. The main goal is to put a first bridge between turbulence studies exploiting event-based complexity approaches, such as clustering exponents and classical Oboukhov intermittency exponents, and studies about intermittent complex systems, where concepts and ideas developed in the fields of non-equilibrium statistical physics, probability theory and dynamical system theory are jointly exploited.",2025-09-29,http://arxiv.org/pdf/2509.24576v1
Emergent World Representations in OpenVLA,"Marco Molinari, Leonardo Nevali, Saharsha Navani, Omar G. Younis","Vision Language Action models (VLAs) trained with policy-based reinforcement learning (RL) encode complex behaviors without explicitly modeling environmental dynamics. However, it remains unclear whether VLAs implicitly learn world models, a hallmark of model-based RL. We propose an experimental methodology using embedding arithmetic on state representations to probe whether OpenVLA, the current state of the art in VLAs, contains latent knowledge of state transitions. Specifically, we measure the difference between embeddings of sequential environment states and test whether this transition vector is recoverable from intermediate model activations. Using linear and non linear probes trained on activations across layers, we find statistically significant predictive ability on state transitions exceeding baselines (embeddings), indicating that OpenVLA encodes an internal world model (as opposed to the probes learning the state transitions). We investigate the predictive ability of an earlier checkpoint of OpenVLA, and uncover hints that the world model emerges as training progresses. Finally, we outline a pipeline leveraging Sparse Autoencoders (SAEs) to analyze OpenVLA's world model.",2025-09-29,http://arxiv.org/pdf/2509.24559v1
M3DIS -- A grid of 3D radiation-hydrodynamics stellar atmosphere models for stellar surveys. II. Carbon-enhanced metal-poor stars,"Philipp Eitner, Maria Bergemann, Richard Hoppe, Nicholas Storm, Veronika Lipatova, Simon C. O. Glover, Ralf S. Klessen, Åke Nordlund, Andrius Popovas","Understanding the origin and evolution of carbon-enhanced metal-poor (CEMP) stars is key to tracing the Galaxy's early chemical enrichment. We investigate how realistic 3D radiation-hydrodynamics (RHD) model atmospheres affect carbon abundances in CEMP stars and implications for their classification and Galactic chemical evolution (GCE). We focus on biases from traditional 1D hydrostatic models. We use the M3DIS code to compute 3D RHD model atmospheres for main-sequence and sub-giant stars over a wide range of metallicities and carbon enhancements. Synthetic spectra of the CH G-band are calculated with 3D radiative transfer and compared to spectra from classical 1D MARCS models. We derive abundance corrections and apply them to a large SAGA database sample to quantify effects on the carbon abundance distribution and CEMP classification. Our new 3D CEMP models predict cooler upper atmospheric layers than in 1D models, resulting in stronger CH absorption and lower inferred carbon abundances by up to -0.9 dex at the lowest metallicities. Carbon enhancement in the atmosphere itself increases molecular opacities and leads to radiative re-heating, partly offsetting adiabatic cooling in 3D models and reducing 3D-1D abundance corrections. Applying these corrections lowers the CEMP fraction by up to 20% below [Fe/H]=-3 and alters the relative contribution of CEMP sub-classes. The fraction of CEMP-no stars increases while the number of CEMP-r/s stars decreases, due to the downward revision of absolute carbon abundances. These changes bring the Galactic carbon distribution into better agreement with GCE models assuming a 20% contribution from faint supernovae. Realistic model atmospheres are essential to reliably reconstruct the Galaxy's early chemical enrichment history.",2025-09-29,http://arxiv.org/pdf/2509.24555v1
Short window attention enables long-term memorization,"Loïc Cabannes, Maximilian Beck, Gergely Szilvasy, Matthijs Douze, Maria Lomeli, Jade Copet, Pierre-Emmanuel Mazaré, Gabriel Synnaeve, Hervé Jégou","Recent works show that hybrid architectures combining sliding window softmax attention layers with linear recurrent neural network (RNN) layers outperform both of these architectures taken separately. However, the impact of the window length and the interplay between softmax attention and linear RNN layers remain under-studied. In this work, we introduce SWAX, a hybrid architecture consisting of sliding-window attention and xLSTM linear RNN layers.   A counter-intuitive finding with SWAX is that larger sliding windows do not improve the long-context performance. In fact, short window attention encourages the model to better train the long-term memory of the xLSTM, by relying less on the softmax attention mechanism for long context-retrieval.   The issue with small sliding windows is that they are detrimental for short-context tasks, which could be solved with information from moderately larger sliding windows otherwise. Therefore, we train SWAX by stochastically changing the sliding window size, forcing the model to leverage both a longer context window and the xLSTM memory. SWAX trained with stochastic window sizes significantly outperforms regular window attention both on short and long-context problems.",2025-09-29,http://arxiv.org/pdf/2509.24552v1
Foggy Crowd Counting: Combining Physical Priors and KAN-Graph,"Yuhao Wang, Zhuoran Zheng, Han Hu, Dianjie Lu, Guijuan Zhang, Chen Lyu","Aiming at the key challenges of crowd counting in foggy environments, such as long-range target blurring, local feature degradation, and image contrast attenuation, this paper proposes a crowd-counting method with a physical a priori of atmospheric scattering, which improves crowd counting accuracy under complex meteorological conditions through the synergistic optimization of the physical mechanism and data-driven.Specifically, first, the method introduces a differentiable atmospheric scattering model and employs transmittance dynamic estimation and scattering parameter adaptive calibration techniques to accurately quantify the nonlinear attenuation laws of haze on targets with different depths of field.Secondly, the MSA-KAN was designed based on the Kolmogorov-Arnold Representation Theorem to construct a learnable edge activation function. By integrating a multi-layer progressive architecture with adaptive skip connections, it significantly enhances the model's nonlinear representation capability in feature-degraded regions, effectively suppressing feature confusion under fog interference.Finally, we further propose a weather-aware GCN that dynamically constructs spatial adjacency matrices using deep features extracted by MSA-KAN. Experiments on four public datasets demonstrate that our method achieves a 12.2\%-27.5\% reduction in MAE metrics compared to mainstream algorithms in dense fog scenarios.",2025-09-29,http://arxiv.org/pdf/2509.24545v1
Quantitative convergence of trained single layer neural networks to Gaussian processes,"Eloy Mosig, Andrea Agazzi, Dario Trevisan","In this paper, we study the quantitative convergence of shallow neural networks trained via gradient descent to their associated Gaussian processes in the infinite-width limit.   While previous work has established qualitative convergence under broad settings, precise, finite-width estimates remain limited, particularly during training.   We provide explicit upper bounds on the quadratic Wasserstein distance between the network output and its Gaussian approximation at any training time $t \ge 0$, demonstrating polynomial decay with network width.   Our results quantify how architectural parameters, such as width and input dimension, influence convergence, and how training dynamics affect the approximation error.",2025-09-29,http://arxiv.org/pdf/2509.24544v1
Charge-localization-driven metal-insulator phase transition in layered molecular conductors,"Savita Priya, Maxim Wenzel, Olga Iakutkina, Marvin Schmidt, Christian Prange, Dieter Schweitzer, Yohei Saito, Reizo Kato, Koichi Hiraki, Martin Dressel","The organic conductor $\alpha$-(BEDT-TTF)$_2$I$_3$ provides the prime example of a charge-order-driven metal-insulator transition. Restricted chemical substitution of S atoms by Se in the constituent molecules allows us to modify the electronic properties. This not only decreases the transition temperature but, in addition, alters the phase transition mechanism, resulting in the ground state deviating from the charge-ordered insulator state of the parent compound. Employing infrared optical spectroscopy, we investigate changes in the charge dynamics. Furthermore, we demonstrate the absence of charge ordering in the Se-substituted materials and suggest that the phase transition is instead driven by the localization of the itinerant charge carriers due to strong electron-phonon interactions.",2025-09-29,http://arxiv.org/pdf/2509.24518v1
Knowledge Editing with Subspace-Aware Key-Value Mappings,"Haewon Park, Sangwoo Kim, Yohan Jo","Knowledge editing aims to efficiently correct factual errors in Language Models (LMs). The popular locate-then-edit approach modifies an MLP layer by finding an optimal mapping between its input vector (key) and output vector (value) that leads to the expression of the edited knowledge. However, existing methods without any constraints on the key and value vectors cause significant perturbations to the edited model. To address this, we propose Subspace Knowledge Edit (SUIT), a method that identifies and modifies only the subspace of critical features relevant to the edit. Our empirical results on LLaMA-3-8B, GPT-J-6B, and Qwen2.5-7B models show that SUIT dramatically improves knowledge preservation over strong baselines while maintaining high edit efficacy. This effectiveness confirms that SUIT successfully identifies the critical subspace for the edit. Further analyses provide additional validation for our approach. The source code and data will be released to the public upon publication of the paper.",2025-09-29,http://arxiv.org/pdf/2509.24502v1
Guided Uncertainty Learning Using a Post-Hoc Evidential Meta-Model,"Charmaine Barker, Daniel Bethell, Simos Gerasimou","Reliable uncertainty quantification remains a major obstacle to the deployment of deep learning models under distributional shift. Existing post-hoc approaches that retrofit pretrained models either inherit misplaced confidence or merely reshape predictions, without teaching the model when to be uncertain. We introduce GUIDE, a lightweight evidential learning meta-model approach that attaches to a frozen deep learning model and explicitly learns how and when to be uncertain. GUIDE identifies salient internal features via a calibration stage, and then employs these features to construct a noise-driven curriculum that teaches the model how and when to express uncertainty. GUIDE requires no retraining, no architectural modifications, and no manual intermediate-layer selection to the base deep learning model, thus ensuring broad applicability and minimal user intervention. The resulting model avoids distilling overconfidence from the base model, improves out-of-distribution detection by ~77% and adversarial attack detection by ~80%, while preserving in-distribution performance. Across diverse benchmarks, GUIDE consistently outperforms state-of-the-art approaches, evidencing the need for actively guiding uncertainty to close the gap between predictive confidence and reliability.",2025-09-29,http://arxiv.org/pdf/2509.24492v1
Quantum Optics Nature of the Elementary Excitations in Few-Layer WSe2 Semiconductors,"Ji Zhou, Yitong Wang, Debao Zhang, Xuguang Cao, Wanggui Ye, Xinye Fan, Jiqiang Ning, Shijie Xu","A fully quantized description of a two-level system resonantly coupled with an electromagnetic field (light) is among the central topics of quantum electrodynamics, which is theorized by the quantum Rabi model. It is also a fundamental issue of light-matter interactions. The rapid development of two-dimensional (2D) transition-metal dichalcogenide (TMDC) atomically-thin semiconductors brings excellent great chance to test and demonstrate some basic predictions by quantum optics theory in textbook, i.e., by the quantum Rabi model. Such test and demonstration are of both scientific and technological significance because of the quick emergence of the second quantum revolution. In this Letter, we show a quantum optics demonstration of the variable-temperature optical responses of the elementary excitations in few-layer WSe2 flakes. It is unraveled that the variable-temperature reflectance and fluorescence patterns of the elementary excitations (i.e., the band-edge excitons) of monolayer, bilayer and hBN capped WSe2 match well with the predictions by the quantum Rabi model under the rotating wave approximation. Decoherence times, Rabi frequencies, and transition matrix elements of the elementary excitations in these few-layer WSe2 flakes are found to be all negatively correlated with temperature, and to show dependence on layer number and capping layer. These findings may provide a novel perspective for comprehending the fundamental quantum physical properties of two-dimensional materials.",2025-09-29,http://arxiv.org/pdf/2509.24474v1
FS-KAN: Permutation Equivariant Kolmogorov-Arnold Networks via Function Sharing,"Ran Elbaz, Guy Bar-Shalom, Yam Eitan, Fabrizio Frasca, Haggai Maron","Permutation equivariant neural networks employing parameter-sharing schemes have emerged as powerful models for leveraging a wide range of data symmetries, significantly enhancing the generalization and computational efficiency of the resulting models. Recently, Kolmogorov-Arnold Networks (KANs) have demonstrated promise through their improved interpretability and expressivity compared to traditional architectures based on MLPs. While equivariant KANs have been explored in recent literature for a few specific data types, a principled framework for applying them to data with permutation symmetries in a general context remains absent. This paper introduces Function Sharing KAN (FS-KAN), a principled approach to constructing equivariant and invariant KA layers for arbitrary permutation symmetry groups, unifying and significantly extending previous work in this domain. We derive the basic construction of these FS-KAN layers by generalizing parameter-sharing schemes to the Kolmogorov-Arnold setup and provide a theoretical analysis demonstrating that FS-KANs have the same expressive power as networks that use standard parameter-sharing layers, allowing us to transfer well-known and important expressivity results from parameter-sharing networks to FS-KANs. Empirical evaluations on multiple data types and symmetry groups show that FS-KANs exhibit superior data efficiency compared to standard parameter-sharing layers, by a wide margin in certain cases, while preserving the interpretability and adaptability of KANs, making them an excellent architecture choice in low-data regimes.",2025-09-29,http://arxiv.org/pdf/2509.24472v1
"A Systematic Review of Digital Twin-Driven Predictive Maintenance in Industrial Engineering: Taxonomy, Architectural Elements, and Future Research Directions","Leila Ismail, Abdelmoneim Abdelmoti, Arkaprabha Basu, Aymen Dia Eddine Berini, Mohammad Naouss","With the increasing complexity of industrial systems, there is a pressing need for predictive maintenance to avoid costly downtime and disastrous outcomes that could be life-threatening in certain domains. With the growing popularity of the Internet of Things, Artificial Intelligence, machine learning, and real-time big data analytics, there is a unique opportunity for efficient predictive maintenance to forecast equipment failures for real-time intervention and optimize maintenance actions, as traditional reactive and preventive maintenance practices are often inadequate to meet the requirements for the industry to provide quality-of-services of operations. Central to this evolution is digital twin technology, an adaptive virtual replica that continuously monitors and integrates sensor data to simulate and improve asset performance. Despite remarkable progress in digital twin implementations, such as considering DT in predictive maintenance for industrial engineering. This paper aims to address this void. We perform a retrospective analysis of the temporal evolution of the digital twin in predictive maintenance for industrial engineering to capture the applications, middleware, and technological requirements that led to the development of the digital twin from its inception to the AI-enabled digital twin and its self-learning models. We provide a layered architecture of the digital twin technology, as well as a taxonomy of the technology-enabled industrial engineering applications systems, middleware, and the used Artificial Intelligence algorithms. We provide insights into these systems for the realization of a trustworthy and efficient smart digital-twin industrial engineering ecosystem. We discuss future research directions in digital twin for predictive maintenance in industrial engineering.",2025-09-29,http://arxiv.org/pdf/2509.24443v1
NeoWorld: Neural Simulation of Explorable Virtual Worlds via Progressive 3D Unfolding,"Yanpeng Zhao, Shanyan Guan, Yunbo Wang, Yanhao Ge, Wei Li, Xiaokang Yang","We introduce NeoWorld, a deep learning framework for generating interactive 3D virtual worlds from a single input image. Inspired by the on-demand worldbuilding concept in the science fiction novel Simulacron-3 (1964), our system constructs expansive environments where only the regions actively explored by the user are rendered with high visual realism through object-centric 3D representations. Unlike previous approaches that rely on global world generation or 2D hallucination, NeoWorld models key foreground objects in full 3D, while synthesizing backgrounds and non-interacted regions in 2D to ensure efficiency. This hybrid scene structure, implemented with cutting-edge representation learning and object-to-3D techniques, enables flexible viewpoint manipulation and physically plausible scene animation, allowing users to control object appearance and dynamics using natural language commands. As users interact with the environment, the virtual world progressively unfolds with increasing 3D detail, delivering a dynamic, immersive, and visually coherent exploration experience. NeoWorld significantly outperforms existing 2D and depth-layered 2.5D methods on the WorldScore benchmark.",2025-09-29,http://arxiv.org/pdf/2509.24441v1
Quantum Zeno Effect in the Spatial Evolution of a Single Atom,"Zheng-Yuan Zhang, Han-Chao Chen, Xin Liu, Li-Hua Zhang, Bang Liu, Shi-Yao Shao, Jun Zhang, Qi-Feng Wang, Qing Li, Yu Ma, Tian-Yu Han, Ya-Jun Wang, Dong-Yang Zhu, Jia-Dou Nan, Yi-Ming Yin, Qiao-Qiao Fang, Dong-Sheng Ding, Bao-Sen Shi","The quantum Zeno effect (QZE) reveals that frequent measurements can suppress quantum evolution, but the detailed dynamics of the system under finite-duration measurements in experiments remain insufficiently explored. Here, we employ an optical dipole trap as a projective measurement to study the motion of a single cold atom in free space. By monitoring atomic loss, we directly observe the QZE in single-atom motion in free space and find that the effect of dipole measurements on the atom comprises a short-time collapse followed by subsequent periodic unitary evolution, thereby providing an intuitive physical picture of measurement backaction across different timescales. We further investigate the effects of measurement frequency, strength, and spatial position, demonstrating that measurements not only suppress the spreading of quantum states but also enable deterministic preparation of distinct motional states. Furthermore, by dynamically controlling the measurement position, we achieve measurement-induced directional transport of a single atom without imparting additional momentum. Our results provide a direct experimental demonstration of the QZE in real space and establish a versatile framework for measurement-based control of atomic motion, paving the way for motional-state engineering in cold-atom platforms.",2025-09-29,http://arxiv.org/pdf/2509.24438v1
Energy-Efficient Movable Antennas: Mechanical Power Modeling and Performance Optimization,"Xin Wei, Weidong Mei, Xuan Huang, Zhi Chen, Boyu Ning","Movable antennas (MAs) offer additional spatial degrees of freedom (DoFs) to enhance communication performance through local antenna movement. However, to achieve accurate and fast antenna movement, MA drivers entail non-negligible mechanical power consumption, rendering energy efficiency (EE) optimization more critical compared to conventional fixed-position antenna (FPA) systems. To address this issue, we develop a fundamental power consumption model for stepper motor-driven multi-MA systems based on electric motor theory. Based on this model, we formulate an EE maximization problem from a multi-MA base station (BS) to multiple single-FPA users. We aim to jointly optimize the MAs' positions, moving speeds, and the BS's transmit precoding matrix subject to collision-avoidance constraints during the multi-MA movements. However, this problem is difficult to solve. To tackle this challenge, we first reveal that the collision-avoidance constraints can always be relaxed without loss of optimality by properly renumbering the MA indices. For the resulting relaxed problem, we first consider a simplified single-user setup and uncover a hidden monotonicity of the EE performance with respect to the MAs' moving speeds. To solve the remaining optimization problem, we develop a two-layer optimization framework. In the inner layer, the Dinkelbach algorithm is employed to derive the optimal beamforming solution for any given MA positions. In the outer layer, a sequential update algorithm is proposed to iteratively refine the MA positions based on the optimal values obtained from the inner layer. Next, we proceed to the general multi-user case and propose an alternating optimization (AO) algorithm. Numerical results demonstrate that despite the additional mechanical power consumption, the proposed algorithms can outperform both conventional FPA systems and other existing EE maximization benchmarks",2025-09-29,http://arxiv.org/pdf/2509.24433v1
CLQ: Cross-Layer Guided Orthogonal-based Quantization for Diffusion Transformers,"Kai Liu, Shaoqiu Zhang, Linghe Kong, Yulun Zhang","Visual generation quality has been greatly promoted with the rapid advances in diffusion transformers (DiTs), which is attributed to the scaling of model size and complexity. However, these attributions also hinder the practical deployment of DiTs on edge devices, limiting their development and application. Serve as an efficient model compression technique, model post-training quantization (PTQ) can reduce the memory consumption and speed up the inference, with inevitable performance degradation. To alleviate the degradation, we propose CLQ, a cross-layer guided orthogonal-based quantization method for DiTs. To be specific, CLQ consists of three key designs. First, we observe that the calibration data used by most of the PTQ methods can not honestly represent the distribution of the activations. Therefore, we propose cross-block calibration (CBC) to obtain accurate calibration data, with which the quantization can be better guided. Second, we propose orthogonal-based smoothing (OBS), which quantifies the outlier score of each channel and leverages block Hadamard matrix to smooth the outliers with negligible overhead. Third, we propose cross-layer parameter searching (CLPS) to search. We evaluate CLQ with both image generation and video generation models and successfully compress the model into W4A4 with negligible degradation in visual quality and metrics. CLQ achieves 3.98x memory saving and 3.95x speedup. Our code is available at \hyperlink{https://github.com/Kai-Liu001/CLQ}{https://github.com/Kai-Liu001/CLQ}.",2025-09-29,http://arxiv.org/pdf/2509.24416v1
Hybrid Layer-Wise ANN-SNN With Surrogate Spike Encoding-Decoding Structure,"Nhan T. Luu, Duong T. Luu, Pham Ngoc Nam, Truong Cong Thang","Spiking Neural Networks (SNNs) have gained significant traction in both computational neuroscience and artificial intelligence for their potential in energy-efficient computing. In contrast, artificial neural networks (ANNs) excel at gradient-based optimization and high accuracy. This contrast has consequently led to a growing subfield of hybrid ANN-SNN research. However, existing hybrid approaches often rely on either a strict separation between ANN and SNN components or employ SNN-only encoders followed by ANN classifiers due to the constraints of non-differentiability of spike encoding functions, causing prior hybrid architectures to lack deep layer-wise cooperation during backpropagation. To address this gap, we propose a novel hybrid ANN-SNN framework that integrates layer-wise encode-decode SNN blocks within conventional ANN pipelines. Central to our method is the use of surrogate gradients for a bit-plane-based spike encoding function, enabling end-to-end differentiable training across ANN and SNN layers. This design achieves competitive accuracy with state-of-the-art pure ANN and SNN models while retaining the potential efficiency and temporal representation benefits of spiking computation. To the best of our knowledge, this is the first implementation of a surrogate gradient for bit plane coding specifically and spike encoder interface in general to be utilized in the context of hybrid ANN-SNN, successfully leading to a new class of hybrid models that pave new directions for future research.",2025-09-29,http://arxiv.org/pdf/2509.24411v1
FAST search for circumstellar atomic hydrogen. IV. bubbles associated with planetary nebulae,"Jun-Yang Liu, Yong Zhang, Xu-Jia Ouyang","Investigating the bubbles generated by the interaction between asymptotic giant branch stellar outflows and the interstellar medium (ISM) is pivotal for elucidating the mechanism by which evolved low- to intermediate-mass stars enrich the ISM with heavy elements. Using archival datasets from the Galactic Plane Pulsar Snapshot survey and the Galactic Arecibo L-Band Array \ion{H}{1} survey, we have identified 14 bubbles within interstellar atomic hydrogen (\ion{H}{1}) maps, each showing evidence of potential association with planetary nebulae (PNe).We pursue two primary objectives centered on the identified ISM bubbles and their association with PNe. First, leveraging the calibrated distance measurements of PNe from Gaia Data Release 3, we utilize these ISM bubbles as observational tracers to investigate and constrain the Galactic rotation curve. Second, we note that distance determinations for some PNe remain unreliable, partly because their central stars are obscured by extended nebular envelopes or are misidentified. Therefore, we develop a novel methodological framework to derive kinematic distances for PNe by leveraging the velocities of their associated ISM bubbles and constraints from the Galactic rotation curve.",2025-09-29,http://arxiv.org/pdf/2509.24400v1
SQuaD: Smart Quantum Detection for Photon Recognition and Dark Count Elimination,"Karl C. Linne, Sho Uemura, Yue Ji, Andrew Karmen, Allen Zang, Alex Kolar, Martin Di Federico, Orlando Quaranta, Gustavo Cancelo, Tian Zhong","Quantum detectors of single photons are an essential component for quantum information processing across computing, communication and networking. Today's quantum detection system, which consists of single photon detectors, timing electronics, control and data processing software, is primarily used for counting the number of single photon detection events. However, it is largely incapable of extracting other rich physical characteristics of the detected photons, such as their wavelengths, polarization states, photon numbers, or temporal waveforms. This work, for the first time, demonstrates a smart quantum detection system, SQuaD, which integrates a field programmable gate array (FPGA) with a neural network model, and is designed to recognize the features of photons and to eliminate detector dark-count. The SQuaD is a fully integrated quantum system with high timing-resolution data acquisition, onboard multi-scale data analysis, intelligent feature recognition and extraction, and feedback-driven system control. Our \name experimentally demonstrates 1) reliable photon counting on par with the state-of-the art commercial systems; 2) high-throughput data processing for each individual detection events; 3) efficient dark count recognition and elimination; 4) up to 100\% accurate feature recognition of photon wavelength and polarization. Additionally, we deploy the SQuaD to an atomic (erbium ion) photon emitter source to realize noise-free control and readout of a spin qubit in the telecom band, enabling critical advances in quantum networks and distributed quantum information processing.",2025-09-29,http://arxiv.org/pdf/2509.24383v1
Uni-X: Mitigating Modality Conflict with a Two-End-Separated Architecture for Unified Multimodal Models,"Jitai Hao, Hao Liu, Xinyan Xiao, Qiang Huang, Jun Yu","Unified Multimodal Models (UMMs) built on shared autoregressive (AR) transformers are attractive for their architectural simplicity. However, we identify a critical limitation: when trained on multimodal inputs, modality-shared transformers suffer from severe gradient conflicts between vision and text, particularly in shallow and deep layers. We trace this issue to the fundamentally different low-level statistical properties of images and text, while noting that conflicts diminish in middle layers where representations become more abstract and semantically aligned. To overcome this challenge, we propose Uni-X, a two-end-separated, middle-shared architecture. Uni-X dedicates its initial and final layers to modality-specific processing, while maintaining shared parameters in the middle layers for high-level semantic fusion. This X-shaped design not only eliminates gradient conflicts at both ends but also further alleviates residual conflicts in the shared layers. Extensive experiments validate the effectiveness of Uni-X. Under identical training conditions, Uni-X achieves superior training efficiency compared to strong baselines. When scaled to 3B parameters with larger training data, Uni-X matches or surpasses 7B AR-based UMMs, achieving a GenEval score of 82 for image generation alongside strong performance in text and vision understanding tasks. These results establish Uni-X as a parameter-efficient and scalable foundation for future unified multimodal modeling. Our code is available at https://github.com/CURRENTF/Uni-X",2025-09-29,http://arxiv.org/pdf/2509.24365v1
An Enhanced Pyramid Feature Network Based on Long-Range Dependencies for Multi-Organ Medical Image Segmentation,"Dayu Tan, Cheng Kong, Yansen Su, Hai Chen, Dongliang Yang, Junfeng Xia, Chunhou Zheng","In the field of multi-organ medical image segmentation, recent methods frequently employ Transformers to capture long-range dependencies from image features. However, these methods overlook the high computational cost of Transformers and their deficiencies in extracting local detailed information. To address high computational costs and inadequate local detail information, we reassess the design of feature extraction modules and propose a new deep-learning network called LamFormer for fine-grained segmentation tasks across multiple organs. LamFormer is a novel U-shaped network that employs Linear Attention Mamba (LAM) in an enhanced pyramid encoder to capture multi-scale long-range dependencies. We construct the Parallel Hierarchical Feature Aggregation (PHFA) module to aggregate features from different layers of the encoder, narrowing the semantic gap among features while filtering information. Finally, we design the Reduced Transformer (RT), which utilizes a distinct computational approach to globally model up-sampled features. RRT enhances the extraction of detailed local information and improves the network's capability to capture long-range dependencies. LamFormer outperforms existing segmentation methods on seven complex and diverse datasets, demonstrating exceptional performance. Moreover, the proposed network achieves a balance between model performance and model complexity.",2025-09-29,http://arxiv.org/pdf/2509.24358v1
NeRV-Diffusion: Diffuse Implicit Neural Representations for Video Synthesis,"Yixuan Ren, Hanyu Wang, Hao Chen, Bo He, Abhinav Shrivastava","We present NeRV-Diffusion, an implicit latent video diffusion model that synthesizes videos via generating neural network weights. The generated weights can be rearranged as the parameters of a convolutional neural network, which forms an implicit neural representation (INR), and decodes into videos with frame indices as the input. Our framework consists of two stages: 1) A hypernetworkbased tokenizer that encodes raw videos from pixel space to neural parameter space, where the bottleneck latent serves as INR weights to decode. 2) An implicit diffusion transformer that denoises on the latent INR weights. In contrast to traditional video tokenizers that encode videos into frame-wise feature maps, NeRV-Diffusion compresses and generates a video holistically as a unified neural network. This enables efficient and high-quality video synthesis via obviating temporal cross-frame attentions in the denoiser and decoding video latent with dedicated decoders. To achieve Gaussian-distributed INR weights with high expressiveness, we reuse the bottleneck latent across all NeRV layers, as well as reform its weight assignment, upsampling connection and input coordinates. We also introduce SNR-adaptive loss weighting and scheduled sampling for effective training of the implicit diffusion model. NeRV-Diffusion reaches superior video generation quality over previous INR-based models and comparable performance to most recent state-of-the-art non-implicit models on real-world video benchmarks including UCF-101 and Kinetics-600. It also brings a smooth INR weight space that facilitates seamless interpolations between frames or videos.",2025-09-29,http://arxiv.org/pdf/2509.24353v1
